"artist","genre"
"Alexandria Wells","Pop"
"Jason Armstrong","R&B"
"Erin Clark","Hip-Hop"
"Thomas Austin","Jazz"
"Joseph Martin","R&B"
"Michael Ferguson","Hip-Hop"
"Joseph Washington","Pop"
"Wendy Moreno","Pop"
"Tyler Richard","Electronic"
"Jerome Perez","Pop"
"Leonard Tucker","Hip-Hop"
"Ryan Smith","Classical"
"Joanna Russell","Pop"
"Gregory Wilkinson","Pop"
"Michael Wood","Pop"
"Henry Brown","Electronic"
"Connie Smith","Electronic"
"Kristin Munoz","Pop"
"Stacey Frederick","Hip-Hop"
"Terry Stevens","Pop"
"Victoria Franklin","Pop"
"Tara Patel DDS","Electronic"
"Kendra Graham","Electronic"
"Jessica Schneider","Hip-Hop"
"Alison Carter","Electronic"
"Betty Martin","Hip-Hop"
"George Bailey","Hip-Hop"
"Kyle Moore","Electronic"
"Nicole Wilson","Hip-Hop"
"Richard Rodriguez","Hip-Hop"
"Jacob Warren","Hip-Hop"
"Katie Boone","Hip-Hop"
"Brian Ross","Pop"
"Nancy Price","Electronic"
"Melissa Gutierrez","Pop"
"Julie Boyd","Pop"
"David Phillips","Electronic"
"Matthew Nguyen","Pop"
"Craig Hartman","Country"
"Alexis Jacobs","Hip-Hop"
"Amanda Wang","Electronic"
"April Anderson","R&B"
"Jessica Parsons","Electronic"
"Andrew Rhodes","Jazz"
"Kristin Love","Pop"
"Renee Lopez","Pop"
"Stephanie Anderson","Jazz"
"Linda Henry","R&B"
"Tiffany Erickson","Pop"
"Rachel Luna","Pop"
"Joseph Martinez","Electronic"
"Lauren Rivera","Hip-Hop"
"Melanie Stark","Pop"
"Ryan Wiggins","Reggae"
"John Allen","Hip-Hop"
"Lauren Conley","Electronic"
"Ashley Kelly","Pop"
"Mary King","Hip-Hop"
"Christine French","Hip-Hop"
"Darrell Clarke","Hip-Hop"
"Jennifer Jones","Country"
"Christopher Boyer","Folk"
"Gary Sharp","Electronic"
"Bradley Adkins","Pop"
"Dustin Mitchell","Pop"
"Cheryl Pierce","Pop"
"Jason Dominguez","Pop"
"Sara Hicks","Electronic"
"Kimberly Cline","Pop"
"David Camacho","Folk"
"Stephanie Torres","Pop"
"Kristina Brown","Hip-Hop"
"Christine Vasquez","Hip-Hop"
"Diamond Jones","Jazz"
"Alex Boone","Pop"
"Toni Morrison","Electronic"
"Kimberly Cummings DDS","Electronic"
"Latoya Davis","Hip-Hop"
"Michael Baker","Country"
"Amber Zimmerman","Jazz"
"Victor Wells","Country"
"Timothy Crawford","Electronic"
"Steven Santos","Electronic"
"William Anderson","Jazz"
"Zachary Barnett","Folk"
"Brian Gonzalez","Electronic"
"Tina Guzman","Pop"
"Mr. Gary Ruiz","Electronic"
"Kelly Caldwell","Hip-Hop"
"Linda Brown","Pop"
"Aaron Johnson","Pop"
"Brenda Tucker","Hip-Hop"
"Veronica Jackson","Electronic"
"Valerie Bailey","Pop"
"Lauren Garcia","Electronic"
"Haley Moody","Electronic"
"Charles Mcdonald","Hip-Hop"
"Amy Williams","Hip-Hop"
"Ashley Taylor","Pop"
"Sarah Tanner","Electronic"
"Isaac Williams","Pop"
"Miranda Robertson","Hip-Hop"
"Stephanie Long","Pop"
"Joel Duncan","Hip-Hop"
"Wanda Gamble","Pop"
"Heather Sellers","Pop"
"Peter White","Hip-Hop"
"Anthony Rodriguez","Electronic"
"Matthew Boone","Electronic"
"Garrett Hayes","Hip-Hop"
"Mark Salazar","Hip-Hop"
"Andrew Moon","Pop"
"Heather Holt","Folk"
"Jennifer Baldwin","Pop"
"Ryan Goodwin","Electronic"
"Justin Flores","Hip-Hop"
"Kristin Morgan","Hip-Hop"
"Mark Martin","R&B"
"Ms. Ashley Sanders","Pop"
"Troy Mullins","Hip-Hop"
"Eric Harris","Pop"
"Matthew King","Electronic"
"Adrienne Pham","Reggae"
"Christina Cross","Hip-Hop"
"Christopher Walters","Electronic"
"Jennifer Pearson","Electronic"
"Tammy Jones","Hip-Hop"
"Russell Harrison","Pop"
"Michelle Woods","Pop"
"Nathaniel Dixon","Pop"
"Christopher Smith","Electronic"
"Lauren Waller","Pop"
"Gerald Casey","Hip-Hop"
"Maria Fernandez","Pop"
"Bruce Harris","Jazz"
"Janet Long","Classical"
"Michael Ashley","Country"
"Albert Roberts","Hip-Hop"
"Heather Lopez","Electronic"
"Jessica Olsen","Electronic"
"Andrew Ortiz","Pop"
"Rose Allen","Pop"
"Antonio Nelson","Pop"
"Seth Ross","Pop"
"Megan Collins","Folk"
"Carol Hudson","Pop"
"Beverly Cooke","Pop"
"Cassandra Brown","Hip-Hop"
"Latoya Mccullough","Pop"
"Ashley Navarro","Pop"
"Brent Smith","Pop"
"Cindy Thompson","Hip-Hop"
"Sara Palmer","Pop"
"Wayne Green","Hip-Hop"
"Robert Gomez","Folk"
"Melissa Patterson","Pop"
"Mary Webster","Hip-Hop"
"Jesse Sutton","Pop"
"David Smith","Pop"
"Richard Deleon","Pop"
"Steven Mahoney","Pop"
"Stacey Smith","Electronic"
"Edwin Moore","Classical"
"Kara Rowe","Hip-Hop"
"Maureen Flores","Electronic"
"Mark Smith","Electronic"
"Matthew Mccoy","Pop"
"Rebecca Mccoy","Reggae"
"Maria Parker","Pop"
"Aaron Morris","Pop"
"Johnny Hill","Hip-Hop"
"Andrea Dunn","Electronic"
"Alexandra Scott","Folk"
"Ryan Hicks","Hip-Hop"
"David Williams","Electronic"
"Steven Johnson","Pop"
"Mary Serrano","Electronic"
"Charles Velazquez","Jazz"
"Yolanda Klein","Electronic"
"Daniel Schaefer","Folk"
"Timothy Barrera","Classical"
"Matthew Cortez","Hip-Hop"
"Savannah Barton","Hip-Hop"
"Ray Cobb","Electronic"
"Becky Sanchez","Hip-Hop"
"Erin Taylor","Electronic"
"Nancy Faulkner","Hip-Hop"
"Christian Williams","Pop"
"Zachary Robinson","Pop"
"Victor Gonzalez","Classical"
"Tony Beck","Electronic"
"Andrew Warren","Electronic"
"Mark Hughes","Electronic"
"Alexander Smith","Hip-Hop"
"Daniel Hill","Hip-Hop"
"Lori Cook","Jazz"
"Crystal Reyes","Hip-Hop"
"Brian Mata","Electronic"
"Christopher Fletcher","Electronic"
"Mrs. Laura Phillips MD","Electronic"
"Heather Murphy","Pop"
"Richard Ponce","Electronic"
"Mr. Paul Maldonado","Hip-Hop"
"Bryce Floyd","Pop"
"Wendy Cantu","Pop"
"Brandon Chambers","Classical"
"Robert Davis","Country"
"Donna Smith","Pop"
"Nicole Howe","Pop"
"Jessica Cortez","Hip-Hop"
"Mathew Porter","Electronic"
"Summer Walker","Pop"
"Robert Hernandez","Hip-Hop"
"Adrian Fernandez","Electronic"
"Chad Brown","Pop"
"Christine Smith","Classical"
"Lisa Avila","Hip-Hop"
"Kimberly Cardenas","Jazz"
"Teresa Owens","Pop"
"Brittany Brooks","Electronic"
"David Howell","Country"
"Latoya Gillespie","Electronic"
"Joshua Montgomery","Electronic"
"Anna Howell","Electronic"
"Arthur Lambert","R&B"
"Thomas Hudson","Hip-Hop"
"Michael Norman","Folk"
"William Williams","Country"
"Lisa Hoover","Pop"
"David Ware","Pop"
"Denise Moyer","R&B"
"Curtis Decker","Electronic"
"Monique Bailey","Electronic"
"Lisa Wagner","Folk"
"Jerome Fitzpatrick","Pop"
"Sarah Johnson","Pop"
"Scott Jones","Pop"
"David Johns","Electronic"
"Jeffrey Harris","Pop"
"Carlos Graham","Pop"
"Robert Short","Folk"
"Charles Long","Electronic"
"David Adkins MD","Hip-Hop"
"Isabella Gutierrez","Hip-Hop"
"Jill Rubio","Electronic"
"Garrett Rodriguez","Pop"
"Erica Stewart","Hip-Hop"
"Joseph Mcdonald","Hip-Hop"
"Jennifer Douglas","Hip-Hop"
"Mathew Sherman","Pop"
"Johnny Cantu","Classical"
"Douglas Taylor","Hip-Hop"
"Christina Alvarez","Electronic"
"Bobby Bryant","Reggae"
"Sean Martin","Jazz"
"Stefanie Wallace","Pop"
"Jason Wagner","Pop"
"Regina Davis","Pop"
"Suzanne Davis","Pop"
"Charles Davies","Hip-Hop"
"Patrick Butler","Electronic"
"Juan Woods","Pop"
"Bonnie Pittman","Electronic"
"Mary Sampson","Reggae"
"Nancy Kelly","Hip-Hop"
"Jeanette Stephens","Hip-Hop"
"Susan Delgado","Hip-Hop"
"Kyle Davis","Hip-Hop"
"Katherine Mack","Folk"
"Kayla Powell","Pop"
"Nina Boyd","Hip-Hop"
"Kimberly Huang","Hip-Hop"
"Sharon Hoover","Classical"
"Amy Barber","Country"
"Luis Johnson","Electronic"
"James Hodges","Hip-Hop"
"Edward Odonnell","Country"
"Deborah Gomez","Country"
"Francis Goodman","Electronic"
"Michael Reeves","Hip-Hop"
"Antonio Lucero","Electronic"
"Bryce Griffin","Hip-Hop"
"Tracey Lopez","Reggae"
"Ashley Owens","Electronic"
"Dr. Brian Parker","Electronic"
"Daniel Jones","Pop"
"Sandra Hill","Pop"
"Karen Paul","Electronic"
"Wendy Frazier","Electronic"
"Marc Parker","Electronic"
"David Mosley","Hip-Hop"
"Jessica Thomas","Electronic"
"Tony Berry","Reggae"
"Jill Martin","Electronic"
"Tara Jones","Hip-Hop"
"Shelby Brown","Pop"
"Sandra Orr","Electronic"
"Alexandra Newman","Hip-Hop"
"Aimee Hammond","Pop"
"Nicholas Baker","Folk"
"John Garcia","Jazz"
"Alec Carroll","Pop"
"Margaret Martin","Electronic"
"Christina Watkins","Pop"
"Cindy Joseph","Pop"
"William Burton","Reggae"
"Rita Gomez","Electronic"
"Emily Brown","Jazz"
"Claudia Clayton","Hip-Hop"
"Jerry Stevens PhD","Hip-Hop"
"Mark Williams","Hip-Hop"
"Edward Case","Electronic"
"Cheryl Grimes","Electronic"
"Ashley Johnson","Pop"
"Dr. James Hines","Electronic"
"Jasmine Dorsey","Reggae"
"Sarah Green","Electronic"
"George Rojas","Electronic"
"Gabriela Rush","Electronic"
"Nathaniel Miller","Hip-Hop"
"James Ellison","Electronic"
"Jerry Myers","Electronic"
"Michael Munoz","Country"
"Jack Hayes","Hip-Hop"
"Kelsey Berry","Pop"
"David Cline","Pop"
"Tommy King","Hip-Hop"
"Jill Myers","Pop"
"Bonnie Garcia","Pop"
"Lisa Caldwell","Pop"
"Mr. Patrick Johnson","Country"
"Samantha Woodward","Pop"
"David Dougherty","Jazz"
"Eileen Mccarthy","Pop"
"Michael Ryan","Pop"
"Gabrielle Gibbs","Folk"
"Frank Friedman","Hip-Hop"
"Julia Rodriguez","R&B"
"Colton Norton","Pop"
"Morgan Morrow","Pop"
"Ronald Bautista","Pop"
"Matthew Huff","Jazz"
"Linda Bautista","Electronic"
"Jennifer Lopez","Jazz"
"Courtney Lloyd","Hip-Hop"
"Joshua Fields","Pop"
"Donna Green","Hip-Hop"
"Sharon Jones","Pop"
"Julia Morrison","Hip-Hop"
"Michael Wells","Pop"
"Lisa Thomas","Electronic"
"Tammy Stephens","Jazz"
"Jacqueline Mckee","Pop"
"Melinda Mcmillan","Hip-Hop"
"Margaret Carey","Reggae"
"Sabrina Chavez","Hip-Hop"
"Joshua Hernandez","Folk"
"Thomas Obrien","Electronic"
"Kendra Garner","Jazz"
"Mark Brown","Hip-Hop"
"Thomas Parker","Hip-Hop"
"Wayne Scott","Jazz"
"Tyler Carter","Hip-Hop"
"Mary Foster","Electronic"
"Jeffrey Garcia","Electronic"
"Jose Baxter","Hip-Hop"
"Michael Franklin","Hip-Hop"
"Timothy May","Electronic"
"Michael Moyer","Hip-Hop"
"George Lee","Pop"
"Tiffany Chan","Electronic"
"Heather Trujillo DDS","Country"
"Mark Sweeney","Hip-Hop"
"Trevor Richard","Pop"
"Kevin Saunders","Hip-Hop"
"Stacey Park","Hip-Hop"
"Melissa Gutierrez","Classical"
"Rebecca Barrett","Electronic"
"William Diaz","Folk"
"Tracy Townsend","Hip-Hop"
"Sandra Nguyen","Pop"
"Kristine Garza","Pop"
"Jeffrey Watson","R&B"
"Brian Morales","Hip-Hop"
"Robert Price","Hip-Hop"
"Mark Sloan","Hip-Hop"
"Rodney Houston","Pop"
"Joshua Donovan","Electronic"
"Arthur Dixon","Electronic"
"Jonathon Williams MD","Folk"
"Amanda Allen","Hip-Hop"
"Shannon Reyes","Electronic"
"Christine Mitchell","Hip-Hop"
"Kyle Butler Jr.","Hip-Hop"
"Steven Davis","R&B"
"Maria Michael","Electronic"
"Melissa Fields","Pop"
"Sandra Collins","Country"
"Travis Gray MD","Pop"
"Hayley Allen","Pop"
"Jamie Sanchez","Reggae"
"Roberto Smith","Electronic"
"Jonathon Holloway","Folk"
"Sabrina Morgan","Country"
"Robert Moore","Country"
"Tammy Snyder","Country"
"Linda Shaw","Hip-Hop"
"James Rivera","Classical"
"Samantha Campos","Electronic"
"Wanda Webb","Pop"
"Joanna Blankenship","Electronic"
"John Bailey","Hip-Hop"
"Susan White","Pop"
"Carlos Baker","Pop"
"Colleen Green","Country"
"David Walker","Hip-Hop"
"Michael Hurley","Electronic"
"Melinda Huffman","Electronic"
"Bryan Peterson","Pop"
"Kendra Burns","Pop"
"Jeremiah Williams","Pop"
"Sierra Smith","Pop"
"Melissa Hall","R&B"
"Chris Howard","Electronic"
"Natasha Smith","Pop"
"Jordan Horton","Electronic"
"Jacqueline Allen","Electronic"
"Joshua Waters","Electronic"
"Mr. Jonathan Collins","Pop"
"Jessica Carr","Electronic"
"Jennifer Thompson","Country"
"Kevin Jones","Hip-Hop"
"Brian Todd","Electronic"
"Tyler Lopez","R&B"
"Paul White","Country"
"Scott Scott","Jazz"
"Melissa Greer","Hip-Hop"
"Joyce Dixon","Hip-Hop"
"Charles Brown","Classical"
"Amanda Sawyer","Hip-Hop"
"Richard Glover","Electronic"
"Miranda Anderson","Pop"
"Jenny Herring","Hip-Hop"
"Margaret Boone","Hip-Hop"
"Catherine Anderson","Folk"
"Joan Reynolds","Electronic"
"Michael Caldwell","Pop"
"Stephanie Hess","Electronic"
"Mary Carr","Pop"
"Krystal Smith","Pop"
"Rachel Oliver","Electronic"
"Dylan Lindsey","R&B"
"Mallory Ward","Pop"
"Juan Williams","Pop"
"Heather Guzman","Pop"
"Shelley Mercer","Classical"
"Virginia Patton","Country"
"Jason Cain","Electronic"
"Robert Bray","Hip-Hop"
"Joshua Sampson","Country"
"Maria Martinez","Pop"
"Jacob Morales","Electronic"
"Brian Lawson","Pop"
"Jessica James","Hip-Hop"
"Carrie Conrad","Hip-Hop"
"Jason Avery","Hip-Hop"
"Jessica Steele","Electronic"
"Michael Green","Electronic"
"Eugene Simpson","Hip-Hop"
"Andrea Smith","Jazz"
"Parker Cannon","Hip-Hop"
"Theresa Morris","Pop"
"John Rodriguez","Electronic"
"Kristi Thomas","Electronic"
"Amy Nelson MD","Electronic"
"Linda Crawford","Reggae"
"Claudia Riddle","Pop"
"Curtis Clark","Hip-Hop"
"Katie Murphy","Reggae"
"Eric Bowman DDS","Electronic"
"Robert Hill MD","Electronic"
"Sean Christensen","Pop"
"Brittany Jarvis","Hip-Hop"
"Dr. Bonnie Simmons","Classical"
"Julie Taylor","Pop"
"Heather Hill","Country"
"Jason Allen","Electronic"
"Robin Ayala","Pop"
"Michael Pruitt","Jazz"
"Jamie Pugh","Folk"
"Brittney Durham","Folk"
"Donald Hendricks","Hip-Hop"
"Katrina Mendoza","Hip-Hop"
"Samuel Stephens","Pop"
"Maria Wilson","Folk"
"Laura Young","Hip-Hop"
"Mary Wilson","Electronic"
"Amy Moss","Hip-Hop"
"Deborah Wise","Hip-Hop"
"Carolyn Brown","Pop"
"Crystal Morrison","Pop"
"Elizabeth Dawson","Pop"
"Alex Vance","Electronic"
"James Wood","Country"
"Kimberly Moses","Pop"
"Wendy Ramsey","Pop"
"Michael Rasmussen","Pop"
"Valerie Baxter MD","Electronic"
"Kyle Todd","Pop"
"Jackson Barnett","Electronic"
"Kevin Weeks","Electronic"
"Stephen Bailey","Hip-Hop"
"Stephanie Hicks","Electronic"
"Megan Bennett","Electronic"
"Matthew Flores","Country"
"Katherine Chase","Electronic"
"Lisa Harris","Reggae"
"Brendan Davies","Hip-Hop"
"Debra Smith","Pop"
"Gregory Mccormick","Hip-Hop"
"Samuel Martinez","Jazz"
"Monica Quinn","Electronic"
"John Brown","Hip-Hop"
"Charles Jones","Electronic"
"Tina Wang","Pop"
"Jacqueline Saunders","Pop"
"Jerome Calderon","Electronic"
"Richard Brown","Pop"
"Brandon Mckenzie","R&B"
"Javier Schwartz","Electronic"
"Nicole Martin","Hip-Hop"
"Karen Miller","Electronic"
"Hannah Rios","Hip-Hop"
"Kim Arroyo","Electronic"
"Carol Blair","Country"
"Tara Anderson","Pop"
"Mary Brown","Hip-Hop"
"Mr. Jeffrey Torres DVM","Hip-Hop"
"Christopher Cross","Hip-Hop"
"David Newton","Electronic"
"Kelsey Ware","Pop"
"Omar Marshall","Pop"
"Kenneth Gonzalez MD","Hip-Hop"
"Amy James","Hip-Hop"
"Christina Price","Electronic"
"Donald Dean","Pop"
"Cole Hill","Pop"
"Douglas Rivera","Hip-Hop"
"Tammy Cummings","Hip-Hop"
"Pamela Rios","Classical"
"Kimberly Vasquez","Country"
"Marcus Hamilton","Hip-Hop"
"Deanna Smith","Electronic"
"Ruth Smith","Pop"
"Frank Quinn","Jazz"
"Robert Parker","Pop"
"Eric Jones","Reggae"
"Stephanie Best","Pop"
"Christopher Noble","Pop"
"Linda Frazier","Pop"
"Gregory Rice","Hip-Hop"
"Christine Walters","Electronic"
"Melanie Garcia","Electronic"
"Paul Barrett","Folk"
"Albert Ruiz","Jazz"
"Vincent Jenkins","Folk"
"Elizabeth Griffin","Hip-Hop"
"Robert Long","Electronic"
"Alicia Davies","Classical"
"Elizabeth Anderson","Electronic"
"Barbara Pierce","Hip-Hop"
"Morgan Johnson","Pop"
"Debra Macdonald","Pop"
"Kristin Moody","Country"
"Mario Morgan","Hip-Hop"
"Kevin Adams","R&B"
"Kimberly Page","Electronic"
"Kathleen Tate","Folk"
"Robert Gray","Electronic"
"George Jones","Pop"
"Linda Brown","Pop"
"Karen Fields","Hip-Hop"
"Ronnie Watson","Pop"
"Austin Carter","Country"
"Michael Hart","Hip-Hop"
"Denise Byrd DDS","Electronic"
"William Knight","Pop"
"Margaret Fernandez","Hip-Hop"
"Hannah Holt","Hip-Hop"
"Katherine Mitchell","Jazz"
"Gordon Davis","Electronic"
"Sheri Santiago","Pop"
"Erica Li","Folk"
"Amanda Howard","Electronic"
"Justin Swanson","Country"
"Douglas Stokes","Hip-Hop"
"Samantha Jimenez","Electronic"
"Ashley Campbell","Jazz"
"Kenneth Wright","R&B"
"Kevin Welch","Electronic"
"Christina Day","Classical"
"Mrs. Angela Green","Pop"
"Michael Bailey","Hip-Hop"
"Aaron Stevens","Pop"
"Timothy Johnson","Classical"
"William Douglas","Classical"
"Margaret Miller","Pop"
"Dillon Parker","Folk"
"David Alexander","Pop"
"Melissa Williams","Electronic"
"Gabriel Cunningham","Pop"
"Sherry Goodman","Hip-Hop"
"Kimberly Rowland","Folk"
"Mary Bryant","Hip-Hop"
"Tyler Johnson","Pop"
"James Newman","Classical"
"Candace Stout","Reggae"
"Joseph Kelly","Classical"
"Elizabeth Gray","Electronic"
"Lynn Willis","Hip-Hop"
"Michelle Atkinson","Reggae"
"Tyler Vasquez","Jazz"
"Kristi Stanton","Electronic"
"Linda Woods","Hip-Hop"
"Lauren Martinez","Pop"
"Peter Hamilton","Pop"
"Tracey Smith","Jazz"
"Reginald Leon","Electronic"
"Joanne Harvey","Country"
"Alexandra Bailey","Country"
"Gina Flores","Hip-Hop"
"Scott Patel","Hip-Hop"
"Andrew Ford MD","Hip-Hop"
"Crystal Mitchell","Electronic"
"Peter Mendez","Electronic"
"Aaron Alvarez","Pop"
"Monica Pineda","Hip-Hop"
"Brittany Jenkins","Hip-Hop"
"Felicia Mason","Pop"
"Mrs. Cassandra Hoffman","Hip-Hop"
"Anita Dawson","Hip-Hop"
"Veronica Beck","Country"
"Mercedes Tucker","R&B"
"Robin Glass","Jazz"
"Joshua Miller","Pop"
"Rebecca Miles","Hip-Hop"
"Jeffery Goodman","Pop"
"Kathy Cobb","Hip-Hop"
"Linda Petersen","Pop"
"Samuel Wade","Hip-Hop"
"Holly Weaver","Electronic"
"Kimberly Powell","Pop"
"Brandon Bell","Pop"
"Marc Savage","Folk"
"Shirley Fleming","R&B"
"John Hodge","Pop"
"Jerome Jones","Electronic"
"Dylan Sullivan","Hip-Hop"
"Sean Frye","Electronic"
"Patrick Tate","Pop"
"Dr. Max Jarvis Jr.","Country"
"Emily Goodman","Pop"
"Samantha Miller","Electronic"
"Marie Curry","Hip-Hop"
"Joseph Adams","Hip-Hop"
"Juan Grant","Pop"
"Jennifer Jones","Hip-Hop"
"Shari Ruiz","Electronic"
"Charles Murray","Hip-Hop"
"Robert Mccann","Electronic"
"Stacey Wilson","Pop"
"Jason Quinn","Hip-Hop"
"Travis Frazier","Electronic"
"Laurie Reeves","Electronic"
"Amy Reid","Pop"
"Alexander Marshall","Country"
"Judith Wilcox","Electronic"
"Michael Parrish","Classical"
"Crystal Daniels","Electronic"
"Alyssa Michael","Pop"
"Terry Dodson","Electronic"
"David Choi","Country"
"Mary Beasley","Pop"
"Carlos Cox","Country"
"Crystal Henderson","Jazz"
"Amber Carpenter","Pop"
"Elizabeth Mosley","Pop"
"Jennifer Myers","Classical"
"Megan Roberts","Pop"
"Gabriel Miller","Electronic"
"Jake Carr","Hip-Hop"
"Denise Walker PhD","Hip-Hop"
"Mark Green","Pop"
"Megan Li","Jazz"
"John Cox","Electronic"
"Justin Cooley","Pop"
"Spencer Fuentes","Pop"
"Frank Stevens","Pop"
"Jeffrey Harper","Pop"
"John Nelson","Electronic"
"Anthony Ballard","Pop"
"Alexander Rogers","Classical"
"Antonio Lawrence","Electronic"
"David Love","Folk"
"Ricardo Paul","Jazz"
"Carla Richardson","Electronic"
"Cindy Medina","Pop"
"Denise Harris","Electronic"
"Patrick Ramirez","Pop"
"Elizabeth Williamson","Hip-Hop"
"Paula Evans","Hip-Hop"
"Caitlyn Craig","R&B"
"Michael Mason","Classical"
"Angela Hall","Pop"
"Brandon Hood","Folk"
"Michelle Garza","Pop"
"Brittany Williams","Pop"
"Tammy Taylor","Jazz"
"Toni Small","Hip-Hop"
"Gregory James","Hip-Hop"
"Mary Mack","Folk"
"Steven Wallace","Hip-Hop"
"Scott Webb","Electronic"
"Ashley Ray","Electronic"
"Richard Kaufman","Classical"
"Amber Schneider","Electronic"
"Crystal Smith","Hip-Hop"
"Kylie House MD","Electronic"
"Cameron Marshall","Hip-Hop"
"Daniel Fields","Country"
"Yolanda Navarro","Hip-Hop"
"Diamond Crane","Electronic"
"Ashley Davis","Folk"
"Scott Rodriguez","Country"
"Paul Gardner","Pop"
"Beth Williams","Pop"
"Patricia Valenzuela","Electronic"
"Travis Maxwell","Electronic"
"Robert Oconnor","Hip-Hop"
"Theodore Barnes","Hip-Hop"
"Rebecca Torres","Hip-Hop"
"Daniel Gordon","Pop"
"Joanna Young","R&B"
"Ruben Ruiz","Country"
"Shannon Roberts","Hip-Hop"
"Bobby Rhodes","Country"
"Jose Carter","Hip-Hop"
"Gabrielle Fernandez","Hip-Hop"
"Shelly Diaz","Pop"
"Theresa Morgan","Electronic"
"Kathleen Greene","Folk"
"Timothy Martinez","Electronic"
"Keith Roberts","Hip-Hop"
"Michael Moore","Hip-Hop"
"April Hensley","Electronic"
"Michele Bowman","Electronic"
"Jessica Gonzalez","Hip-Hop"
"Troy Maldonado","Pop"
"Lisa Mason","Pop"
"Paula Jones","Hip-Hop"
"Christopher Rodgers","Electronic"
"Patricia King","Hip-Hop"
"Ashley Lewis","Hip-Hop"
"Rachel Smith","Hip-Hop"
"Chris Knapp","Pop"
"John Rodriguez","Electronic"
"Jon Rowe","Hip-Hop"
"Daryl Eaton","Hip-Hop"
"Sandra Howard","Classical"
"Cassandra Cox","Classical"
"Crystal Hill","Country"
"Heather Kaufman","Electronic"
"Andrea Hickman","Folk"
"Joan Jones","Hip-Hop"
"Dr. Molly Robinson DVM","Classical"
"Daniel Martinez","Classical"
"Kathryn Guerrero","Electronic"
"Steven Miller","Pop"
"Deanna Jordan","Folk"
"William Stevens","Pop"
"Dwayne Turner","Hip-Hop"
"Erin Castro","Classical"
"Maria Alvarez","Hip-Hop"
"Andrew Diaz","Hip-Hop"
"Elizabeth Nolan","Folk"
"Dana Griffith DDS","Hip-Hop"
"Mr. Garrett Cruz","Pop"
"Elizabeth Wong","Hip-Hop"
"Jessica Bean","Hip-Hop"
"Brittany Brown","Country"
"Daniel Hunt","Electronic"
"Taylor Barnes","Classical"
"Abigail Parker","Classical"
"Crystal Taylor","Pop"
"Juan Buck","Electronic"
"Amanda Alvarez","Pop"
"Danielle Berger","Hip-Hop"
"Ethan Harris","Pop"
"Tonya Perry","Pop"
"Katherine Brown","Hip-Hop"
"Sherry Carlson","R&B"
"Nathan Garcia","Hip-Hop"
"Angela Ford","Electronic"
"Justin Jones","Electronic"
"Melanie Evans","Classical"
"Heidi Cantu","Pop"
"Zachary Parker Jr.","Hip-Hop"
"Alicia Odom","Jazz"
"Felicia Williams","Pop"
"Jasmine Fernandez","Hip-Hop"
"Shawn Smith","Electronic"
"Shelby Cobb","Electronic"
"Lisa Rowe","Pop"
"Ryan Noble","Pop"
"Robert Reyes","Jazz"
"Sandra Anderson","Pop"
"Jeffrey Jackson","Electronic"
"Andrew Marshall","Pop"
"Robert Rodriguez","Electronic"
"Alexander Powell","Electronic"
"Carrie Gordon","Electronic"
"Walter Garcia","Hip-Hop"
"Frederick Schultz","Hip-Hop"
"Brooke Garcia","Electronic"
"Jason Kane","Pop"
"Virginia Harris","Hip-Hop"
"Tanner Gibbs","Pop"
"Sherry King","Jazz"
"Melody Clark","Pop"
"Jodi Young","Pop"
"Timothy Wong","Country"
"Stephen Smith","Hip-Hop"
"Michael Casey","Electronic"
"Allison Mendoza","Electronic"
"Traci Thompson","Hip-Hop"
"Traci Landry","Electronic"
"Brett Williamson","Pop"
"John Fox","Pop"
"Amber Decker","Electronic"
"Ryan Hayes","Electronic"
"Rhonda Horton","Jazz"
"Emily Rivera","Hip-Hop"
"Casey Mcguire","Hip-Hop"
"Mary Williams","Electronic"
"Cheryl Ball","Hip-Hop"
"Anthony Gallagher","Electronic"
"William Kramer","Hip-Hop"
"Christopher Palmer","Jazz"
"Jordan Martin","Electronic"
"Charles Cox","Hip-Hop"
"Nicholas Jacobs","Electronic"
"Julia Johnson","Hip-Hop"
"Erica Dixon","Pop"
"Jason Morgan","Electronic"
"Christopher Holden","Electronic"
"Tammy Mason","Pop"
"Denise Edwards","Jazz"
"Christopher Li","Hip-Hop"
"Dr. Bryan Walters","Pop"
"Rebecca Garcia","Hip-Hop"
"Sandra Rodriguez","Electronic"
"Linda Gutierrez","Pop"
"Kristin Garcia","Pop"
"Jessica Baker","Hip-Hop"
"Justin Conner","Electronic"
"Christopher Myers","Electronic"
"Christopher Bush","Jazz"
"David Parks","Electronic"
"Pamela Cunningham","Pop"
"Margaret Robinson","Hip-Hop"
"Albert Perez","Classical"
"Mrs. Rhonda Hernandez","Electronic"
"Lauren Hernandez","Folk"
"Shannon Hernandez","Pop"
"Donald Jensen","Pop"
"Angel Smith","Pop"
"Anna Delacruz","Electronic"
"John Miller","Country"
"Scott Reed","Electronic"
"Rebecca Torres","Electronic"
"Rachel Bates","Pop"
"Ross Fox","Electronic"
"John Martin","Hip-Hop"
"Ashley Lloyd MD","Pop"
"Jeffrey Reyes","R&B"
"William Clark","Electronic"
"Troy Tucker","Electronic"
"Monica Chapman","Electronic"
"Ernest Stewart","Folk"
"Cristian Fowler","Electronic"
"Tonya Anderson","R&B"
"Lacey Cooley","Electronic"
"Dylan Cantu","Jazz"
