"song_id","duration","popularity","language","label","composer"
"SP41637",255,4,"English","Def Jam","Rebecca Smith"
"SP41638",259,25,"English","Atlantic Records","Anthony Nichols"
"SP41639",225,57,"English","Warner Music","Keith Fields"
"SP41640",218,81,"English","Def Jam","Luis Harmon"
"SP41641",172,40,"English","Universal Music","Brad Reed"
"SP41642",198,30,"English","Universal Music","Cory Rivas"
"SP41643",208,67,"English","Indie","Charles Cooke"
"SP41644",297,13,"English","Def Jam","Christina Hamilton"
"SP41645",228,19,"English","Indie","Amy Case"
"SP41646",359,17,"Spanish","Universal Music","Margaret Castillo"
"SP41647",251,2,"English","Atlantic Records","Lynn Hall"
"SP41648",167,82,"English","Warner Music","Maria Thomas"
"SP41649",194,39,"Italian","Indie","Crystal Meza"
"SP41650",197,52,"English","Universal Music","Stacey Benson"
"SP41651",232,43,"English","Atlantic Records","Daniel Hopkins"
"SP41652",233,28,"English","Def Jam","Kimberly Williamson"
"SP41653",220,17,"English","Indie","Shaun Brown"
"SP41654",229,5,"English","Sony Music","Kerri Contreras"
"SP41655",230,48,"English","Atlantic Records","Elizabeth Ferguson"
"SP41656",255,99,"Japanese","Warner Music","William Stone"
"SP41657",264,65,"English","Indie","Diana Taylor"
"SP41658",232,68,"English","Atlantic Records","Barbara Gomez"
"SP41659",237,30,"English","Def Jam","Jill Wallace"
"SP41660",299,63,"Italian","Def Jam","Raymond Young"
"SP41661",245,10,"English","Indie","Timothy Bates"
"SP41662",231,13,"English","Universal Music","Samuel Peters"
"SP41663",211,45,"English","Atlantic Records","Paige Calderon"
"SP41664",271,43,"English","Universal Music","Nicole Jordan"
"SP41665",292,81,"English","Sony Music","Jennifer Phillips"
"SP41666",363,62,"Korean","Warner Music","Emily Anderson"
"SP41667",151,95,"German","Sony Music","Andrew Adams"
"SP41668",233,65,"English","Atlantic Records","Bridget Anthony"
"SP41669",198,94,"English","Atlantic Records","Ruth Baker"
"SP41670",164,39,"Korean","Indie","Tiffany Meza"
"SP41671",227,16,"English","Universal Music","Ebony Avila"
"SP41672",262,86,"English","Universal Music","Jennifer Hurst"
"SP41673",177,27,"English","Universal Music","Donald Armstrong"
"SP41674",307,11,"Italian","Atlantic Records","Michelle Vasquez"
"SP41675",299,60,"Spanish","Warner Music","Michael Rice"
"SP41676",187,76,"English","Sony Music","Amanda York"
"SP41677",124,67,"English","Universal Music","Nicole Parsons"
"SP41678",243,61,"German","Warner Music","Alexandria Sellers"
"SP41679",233,76,"English","Warner Music","Joseph Johnson"
"SP41680",181,12,"English","Warner Music","Phillip Lara"
"SP41681",194,30,"French","Sony Music","Richard Black"
"SP41682",239,67,"Spanish","Warner Music","Richard Richard"
"SP41683",219,82,"English","Universal Music","Valerie Reynolds"
"SP41684",184,78,"English","Universal Music","John Watson"
"SP41685",236,66,"English","Indie","Gloria Chen DDS"
"SP41686",301,68,"English","Sony Music","Randall Friedman"
"SP41687",275,75,"English","Warner Music","Sarah Ryan"
"SP41688",192,43,"English","Atlantic Records","Douglas Payne"
"SP41689",209,23,"English","Warner Music","Robert Quinn"
"SP41690",239,13,"English","Atlantic Records","Richard Roberts"
"SP41691",228,95,"English","Def Jam","Angela Smith"
"SP41692",282,97,"English","Universal Music","James Burke"
"SP41693",366,10,"English","Warner Music","Lauren Clark"
"SP41694",283,99,"English","Warner Music","Melvin Byrd"
"SP41695",248,61,"English","Atlantic Records","Beverly Price"
"SP41696",239,43,"English","Sony Music","David Small"
"SP41697",287,12,"Korean","Def Jam","Kimberly Gordon"
"SP41698",239,20,"English","Def Jam","Rebecca Vasquez"
"SP41699",192,4,"French","Indie","Kristin Chase MD"
"SP41700",248,2,"English","Sony Music","Jonathan Li"
"SP41701",252,96,"English","Atlantic Records","Alec Wolf"
"SP41702",237,72,"English","Atlantic Records","Kevin Gardner"
"SP41703",313,98,"Korean","Warner Music","Brian Moore"
"SP41704",261,93,"Korean","Def Jam","Cory Hall"
"SP41705",260,56,"English","Def Jam","Miguel Scott"
"SP41706",268,35,"Spanish","Universal Music","Ian Jones"
"SP41707",187,94,"German","Sony Music","Laura Wagner"
"SP41708",267,75,"English","Sony Music","Darrell Patterson"
"SP41709",195,42,"English","Def Jam","Katelyn Green"
"SP41710",212,93,"English","Universal Music","Brenda Black"
"SP41711",229,88,"English","Warner Music","Jessica Cortez"
"SP41712",284,5,"English","Universal Music","Erik Aguilar"
"SP41713",178,14,"English","Def Jam","Caitlin Ramirez"
"SP41714",209,74,"Italian","Universal Music","Jennifer Kramer"
"SP41715",279,72,"Spanish","Atlantic Records","Mallory Morales"
"SP41716",268,35,"English","Def Jam","Tyrone Harris"
"SP41717",194,100,"English","Warner Music","Andrea Martinez"
"SP41718",323,32,"English","Indie","Sharon Buckley"
"SP41719",239,58,"English","Def Jam","David Frank"
"SP41720",188,10,"Italian","Sony Music","Richard Gray"
"SP41721",295,35,"English","Sony Music","Helen Arroyo"
"SP41722",237,81,"French","Sony Music","Crystal Sanders"
"SP41723",340,17,"English","Sony Music","Richard Perkins"
"SP41724",175,42,"English","Indie","Dr. Michelle Salazar"
"SP41725",337,94,"Spanish","Universal Music","Rachel Bates"
"SP41726",208,90,"English","Universal Music","Mark Santiago"
"SP41727",277,90,"English","Universal Music","Rachel Clark"
"SP41728",159,80,"English","Def Jam","Alexander Young"
"SP41729",205,31,"English","Warner Music","Jessica Flores"
"SP41730",215,61,"German","Indie","Kristina Lawrence"
"SP41731",227,43,"English","Warner Music","Maurice Guerrero"
"SP41732",211,14,"English","Universal Music","Jessica Cooper"
"SP41733",306,79,"French","Sony Music","Paul Duncan"
"SP41734",226,81,"English","Def Jam","Andrew Perez"
"SP41735",259,82,"English","Indie","Dana Nichols"
"SP41736",267,20,"English","Sony Music","Michael Stanley"
"SP41737",239,72,"English","Warner Music","Craig Webb"
"SP41738",258,47,"English","Universal Music","Taylor Wilson"
"SP41739",209,26,"English","Atlantic Records","Bridget Gonzalez"
"SP41740",239,84,"German","Sony Music","Peter Spencer"
"SP41741",239,18,"Spanish","Atlantic Records","Gabrielle Peters"
"SP41742",225,62,"English","Warner Music","Tiffany Miller"
"SP41743",296,6,"Japanese","Indie","Christopher Vasquez"
"SP41744",229,46,"English","Indie","James White"
"SP41745",227,78,"Spanish","Warner Music","Kenneth Rosales"
"SP41746",214,17,"Spanish","Sony Music","Jean Moore"
"SP41747",251,77,"Japanese","Def Jam","Joshua Henry"
"SP41748",192,63,"English","Indie","Andrea Kelly"
"SP41749",239,39,"English","Sony Music","Allison Collins"
"SP41750",212,47,"English","Warner Music","Joshua Hayden"
"SP41751",259,80,"English","Universal Music","James Robles"
"SP41752",211,31,"English","Warner Music","Trevor Morris"
"SP41753",162,99,"German","Indie","Keith Gay"
"SP41754",215,74,"English","Indie","Anthony Smith"
"SP41755",307,6,"English","Atlantic Records","Jeffery Calderon"
"SP41756",265,84,"German","Universal Music","Chloe Cameron"
"SP41757",216,83,"English","Warner Music","Kristopher Ellis"
"SP41758",203,35,"Italian","Warner Music","Daniel Hughes"
"SP41759",226,23,"English","Universal Music","Dr. Cynthia Porter"
"SP41760",274,68,"French","Atlantic Records","William Ashley"
"SP41761",255,85,"English","Universal Music","Andrea Hess"
"SP41762",250,49,"English","Indie","Rebekah Johnson"
"SP41763",221,12,"Korean","Warner Music","Jennifer Carlson"
"SP41764",239,70,"English","Sony Music","David Anderson"
"SP41765",230,57,"English","Atlantic Records","Hannah Davis"
"SP41766",188,82,"English","Sony Music","Kimberly Roberts"
"SP41767",215,36,"English","Sony Music","Catherine Cole"
"SP41768",337,53,"English","Universal Music","Michelle Hall"
"SP41769",215,6,"English","Universal Music","Michael Wright"
"SP41770",226,10,"Korean","Universal Music","Sara Stone"
"SP41771",211,58,"English","Sony Music","Barbara Moyer"
"SP41772",263,43,"English","Indie","Michael Hart"
"SP41773",236,91,"English","Warner Music","Lee Jordan"
"SP41774",239,32,"English","Warner Music","Brad Reyes"
"SP41775",271,15,"English","Universal Music","Daniel Daniels"
"SP41776",200,25,"English","Def Jam","Miranda Sanders"
"SP41777",283,72,"English","Sony Music","Barbara Adams"
"SP41778",283,12,"English","Universal Music","Brandon Peterson"
"SP41779",300,65,"English","Universal Music","Phyllis Anderson"
"SP41780",295,90,"English","Universal Music","Jeff Atkinson"
"SP41781",207,52,"French","Atlantic Records","Vanessa Baker"
"SP41782",239,99,"English","Def Jam","Linda Fernandez"
"SP41783",224,2,"English","Sony Music","Jennifer Phillips"
"SP41784",201,64,"Spanish","Atlantic Records","Katherine Williams"
"SP41785",213,8,"English","Warner Music","Wanda Smith"
"SP41786",207,58,"English","Atlantic Records","Jeffrey Rodriguez"
"SP41787",265,93,"French","Def Jam","Benjamin Fitzgerald"
"SP41788",256,57,"English","Indie","Jerry Flores"
"SP41789",335,100,"Spanish","Warner Music","Amber Kelley"
"SP41790",239,56,"English","Def Jam","Jeffrey Jones"
"SP41791",239,64,"English","Universal Music","Jared Manning"
"SP41792",278,37,"German","Def Jam","Jonathan Smith"
"SP41793",216,9,"German","Universal Music","Rachel Cunningham"
"SP41794",208,55,"English","Sony Music","Brandon Foster"
"SP41795",322,45,"English","Sony Music","Jerome Jones"
"SP41796",218,50,"English","Warner Music","Tony Blanchard"
"SP41797",165,42,"English","Def Jam","Peter Smith"
"SP41798",232,92,"English","Atlantic Records","Thomas Rogers"
"SP41799",275,14,"English","Sony Music","Sarah Key"
"SP41800",221,77,"English","Warner Music","Dale Reed"
"SP41801",239,51,"English","Atlantic Records","Joshua Ortiz"
"SP41802",264,23,"English","Universal Music","Sarah Dunn"
"SP41803",225,71,"Spanish","Atlantic Records","Tasha Ferguson"
"SP41804",298,64,"English","Universal Music","Gregory Walker"
"SP41805",286,97,"English","Indie","Anna Turner DDS"
"SP41806",257,66,"English","Sony Music","Nathan Delgado"
"SP41807",268,5,"English","Universal Music","Amy Williams"
"SP41808",247,93,"English","Indie","Richard Meyer"
"SP41809",164,78,"English","Universal Music","Amanda Salas"
"SP41810",235,76,"English","Indie","Shannon Campbell"
"SP41811",244,41,"English","Universal Music","Michael Gardner"
"SP41812",257,77,"English","Universal Music","James Valenzuela"
"SP41813",201,45,"English","Atlantic Records","Roberta Cole"
"SP41814",174,85,"English","Sony Music","Andres Anderson"
"SP41815",182,37,"English","Def Jam","Steven Diaz"
"SP41816",253,71,"English","Indie","Courtney Burns"
"SP41817",201,55,"English","Sony Music","Cassie Moore"
"SP41818",139,65,"Korean","Indie","Alyssa Sanchez"
"SP41819",295,36,"English","Indie","Brian Fleming"
"SP41820",201,17,"Korean","Warner Music","Mark Clark"
"SP41821",248,3,"English","Atlantic Records","Kelly Powell"
"SP41822",130,16,"English","Universal Music","Marcia Holloway"
"SP41823",257,97,"English","Sony Music","Joshua Baldwin"
"SP41824",287,26,"English","Universal Music","Deborah Johnson"
"SP41825",222,66,"English","Def Jam","Valerie Jones"
"SP41826",230,81,"English","Def Jam","Sean Macias"
"SP41827",222,47,"French","Sony Music","Billy Cardenas"
"SP41828",208,15,"English","Warner Music","Xavier Warren"
"SP41829",239,91,"English","Def Jam","Joshua Murray"
"SP41830",155,18,"English","Warner Music","Angela Gutierrez"
"SP41831",252,76,"English","Warner Music","Arthur Klein"
"SP41832",236,40,"English","Universal Music","Carla Harris"
"SP41833",177,62,"English","Warner Music","George Anderson"
"SP41834",348,79,"French","Def Jam","Ryan Shepherd"
"SP41835",252,33,"English","Atlantic Records","Trevor Smith"
"SP41836",243,1,"French","Atlantic Records","Marcia Hampton"
"SP41837",152,98,"German","Sony Music","Dr. Robert Leon"
"SP41838",355,95,"English","Warner Music","Hannah Copeland"
"SP41839",233,47,"English","Def Jam","Cassandra Harris"
"SP41840",229,90,"Spanish","Def Jam","Michael Carlson"
"SP41841",239,54,"English","Atlantic Records","Eduardo Wilson"
"SP41842",313,81,"English","Universal Music","Christopher Turner"
"SP41843",194,18,"English","Def Jam","William Juarez"
"SP41844",286,4,"French","Warner Music","Richard Velazquez"
"SP41845",214,14,"Spanish","Warner Music","Todd James"
"SP41846",227,74,"English","Def Jam","Kaitlin Butler"
"SP41847",243,50,"English","Warner Music","John Kennedy"
"SP41848",265,4,"English","Sony Music","Anne Horn"
"SP41849",278,16,"English","Sony Music","Alyssa Banks"
"SP41850",255,6,"French","Sony Music","Brian Ingram"
"SP41851",292,77,"English","Universal Music","Lisa Hamilton"
"SP41852",259,48,"English","Universal Music","Lisa Stephens"
"SP41853",121,85,"English","Universal Music","Barry Irwin"
"SP41854",216,40,"English","Sony Music","Angela Foster"
"SP41855",292,39,"English","Warner Music","Marissa Davis"
"SP41856",144,76,"English","Def Jam","Elaine Elliott"
"SP41857",239,6,"English","Def Jam","Rebecca Newton"
"SP41858",193,36,"English","Atlantic Records","Pamela Richardson"
"SP41859",304,16,"English","Def Jam","Aaron Martin"
"SP41860",239,27,"English","Universal Music","Curtis Brown"
"SP41861",252,71,"German","Warner Music","Jennifer Chambers DVM"
"SP41862",167,4,"English","Warner Music","Teresa Green"
"SP41863",189,5,"English","Atlantic Records","Jennifer Russo"
"SP41864",247,64,"English","Sony Music","Shannon Bailey"
"SP41865",166,72,"English","Sony Music","Daniel Spencer"
"SP41866",276,78,"English","Warner Music","Larry Thomas"
"SP41867",239,72,"English","Atlantic Records","Christopher Welch"
"SP41868",172,10,"English","Atlantic Records","Angel Adams"
"SP41869",313,14,"English","Warner Music","Carla Hancock"
"SP41870",228,70,"Spanish","Sony Music","Katherine Graham"
"SP41871",226,66,"English","Warner Music","Katelyn Robinson"
"SP41872",248,2,"English","Warner Music","Robert Mitchell"
"SP41873",228,28,"English","Sony Music","Penny Riley"
"SP41874",267,81,"English","Def Jam","Donna Santos"
"SP41875",270,89,"German","Universal Music","Angela Jackson"
"SP41876",291,58,"English","Def Jam","Timothy Ross"
"SP41877",101,31,"English","Atlantic Records","Ashley Davis"
"SP41878",191,47,"English","Indie","Charles Torres"
"SP41879",220,6,"Italian","Atlantic Records","Michael Newton"
"SP41880",230,77,"English","Warner Music","Jaime Henry"
"SP41881",195,53,"English","Sony Music","Lauren Martinez"
"SP41882",233,23,"English","Def Jam","Christina Horton"
"SP41883",239,12,"English","Def Jam","Jonathan Allen"
"SP41884",253,65,"English","Indie","Paul Powell"
"SP41885",214,17,"English","Sony Music","Dakota Dalton"
"SP41886",242,36,"Spanish","Def Jam","Amy Mckee"
"SP41887",162,70,"English","Warner Music","Nicholas Mccormick"
"SP41888",178,25,"English","Atlantic Records","Ashley Smith"
"SP41889",169,52,"English","Universal Music","Sierra Herman"
"SP41890",246,76,"Korean","Warner Music","Tiffany Campbell"
"SP41891",320,5,"English","Sony Music","Jenna Wood"
"SP41892",207,92,"English","Universal Music","Bruce Smith"
"SP41893",197,70,"English","Atlantic Records","Kevin Clayton"
"SP41894",310,90,"English","Warner Music","Monica Evans"
"SP41895",273,7,"Italian","Sony Music","Heather Potts"
"SP41896",306,7,"English","Def Jam","Christine Cuevas"
"SP41897",207,78,"English","Warner Music","Michele Silva"
"SP41898",266,31,"English","Universal Music","William Goodwin"
"SP41899",283,95,"English","Atlantic Records","Michelle Ortiz"
"SP41900",266,37,"English","Warner Music","Jared Clay"
"SP41901",240,13,"English","Def Jam","Lindsey Ward"
"SP41902",239,98,"English","Indie","Robert Stewart"
"SP41903",239,92,"English","Sony Music","Meghan Young"
"SP41904",283,59,"English","Def Jam","Cindy Martin"
"SP41905",160,8,"Italian","Universal Music","Alexander Wise"
"SP41906",317,86,"Spanish","Sony Music","Dennis Anderson"
"SP41907",188,56,"English","Warner Music","Bobby Simmons"
"SP41908",299,56,"English","Indie","Jason Mann"
"SP41909",309,20,"English","Atlantic Records","William Phelps"
"SP41910",114,65,"English","Indie","Jordan Rosales"
"SP41911",290,49,"English","Warner Music","April Meyer"
"SP41912",292,60,"English","Universal Music","Samantha Campbell"
"SP41913",331,77,"English","Atlantic Records","Sarah Moore"
"SP41914",222,56,"English","Warner Music","James Davis"
"SP41915",361,12,"Korean","Def Jam","Luke Black"
"SP41916",125,42,"English","Warner Music","Nathaniel Jones"
"SP41917",239,55,"English","Def Jam","Tracy Cochran"
"SP41918",252,97,"French","Indie","Linda Barnes"
"SP41919",317,92,"English","Warner Music","Martin Berry"
"SP41920",225,49,"English","Indie","Robert Sanders"
"SP41921",204,72,"English","Indie","Bill Jones"
"SP41922",229,72,"English","Indie","William Moore"
"SP41923",239,28,"English","Universal Music","Brandon Sanders"
"SP41924",239,92,"English","Atlantic Records","Elizabeth Johnson"
"SP41925",239,68,"English","Universal Music","Robert Terry"
"SP41926",265,48,"English","Atlantic Records","Tracy Harris"
"SP41927",220,29,"English","Def Jam","Ashley Brown"
"SP41928",266,77,"English","Def Jam","Mary Washington"
"SP41929",295,83,"French","Indie","Paul Jones"
"SP41930",222,41,"English","Indie","Willie Rich"
"SP41931",225,68,"English","Atlantic Records","Donna Williams"
"SP41932",277,54,"English","Sony Music","Jonathan Melton"
"SP41933",269,85,"Spanish","Indie","Deborah Bright"
"SP41934",141,50,"English","Indie","Katie Romero"
"SP41935",338,2,"English","Warner Music","Tiffany Robinson"
"SP41936",204,18,"Japanese","Def Jam","Crystal Clark"
"SP41937",173,100,"German","Warner Music","Peter Wang"
"SP41938",334,83,"Italian","Indie","Stacey Jones"
"SP41939",274,59,"English","Indie","Andrea White"
"SP41940",243,56,"Japanese","Def Jam","Amanda Garcia"
"SP41941",307,72,"English","Def Jam","Michael Clark"
"SP41942",239,60,"English","Warner Music","Peter Robinson"
"SP41943",102,60,"English","Indie","Jason Wolfe"
"SP41944",208,95,"English","Universal Music","Benjamin Harmon"
"SP41945",211,4,"English","Universal Music","Terry Roth"
"SP41946",206,48,"English","Warner Music","Dennis Moses"
"SP41947",275,86,"English","Universal Music","Kenneth Walker"
"SP41948",98,3,"English","Universal Music","Philip Cook"
"SP41949",250,46,"English","Warner Music","Daniel Nelson DDS"
"SP41950",258,78,"Italian","Indie","Anthony Skinner"
"SP41951",250,67,"English","Indie","Mrs. Jennifer Young"
"SP41952",239,10,"English","Sony Music","Bryan Welch"
"SP41953",191,9,"English","Sony Music","Amanda Robinson"
"SP41954",213,81,"English","Indie","Ethan Schultz"
"SP41955",318,49,"English","Atlantic Records","Christopher Sandoval"
"SP41956",239,55,"English","Def Jam","Sean Freeman"
"SP41957",302,1,"English","Universal Music","Lauren Hayden"
"SP41958",327,12,"English","Atlantic Records","Jorge Gregory"
"SP41959",244,12,"English","Universal Music","Sean Sutton"
"SP41960",222,74,"English","Indie","Laura Rangel"
"SP41961",250,66,"Japanese","Atlantic Records","Frank Lynch"
"SP41962",286,73,"English","Def Jam","Nathaniel Peterson"
"SP41963",160,30,"English","Warner Music","Mrs. Amy Rush"
"SP41964",285,67,"German","Warner Music","Steven Kennedy"
"SP41965",218,2,"English","Warner Music","Ronald Williams"
"SP41966",276,3,"English","Warner Music","Matthew Rogers"
"SP41967",236,65,"Spanish","Indie","Christopher Powell"
"SP41968",149,89,"English","Atlantic Records","William Weaver"
"SP41969",239,49,"English","Indie","Kristopher Wallace"
"SP41970",227,58,"English","Def Jam","Bryan Martinez"
"SP41971",262,51,"English","Universal Music","Laura Lindsey"
"SP41972",264,86,"English","Def Jam","Curtis Camacho"
"SP41973",286,86,"English","Def Jam","Katherine Montoya"
"SP41974",282,17,"English","Universal Music","Michael Pierce"
"SP41975",239,24,"Korean","Sony Music","Derrick Stewart"
"SP41976",286,16,"English","Sony Music","Tanya Moore"
"SP41977",196,52,"English","Warner Music","Mark Guerrero"
"SP41978",308,54,"English","Def Jam","Janet Turner"
"SP41979",188,43,"English","Def Jam","Amanda Anderson"
"SP41980",271,75,"English","Def Jam","Kristy Cordova"
"SP41981",228,65,"Japanese","Universal Music","Donna Hill"
"SP41982",208,14,"English","Warner Music","Jorge Moore"
"SP41983",257,58,"English","Warner Music","Alex Bailey"
"SP41984",285,86,"French","Indie","Melissa Rangel"
"SP41985",239,91,"Japanese","Indie","Shannon Wells"
"SP41986",281,33,"English","Sony Music","Jordan Valentine"
"SP41987",328,36,"English","Def Jam","Michael Horne"
"SP41988",276,80,"English","Warner Music","David Sharp"
"SP41989",254,18,"Italian","Sony Music","Cynthia Vasquez"
"SP41990",196,96,"English","Sony Music","Natalie Cline"
"SP41991",216,59,"English","Sony Music","Matthew Wood"
"SP41992",229,56,"Spanish","Def Jam","Jacqueline Harper"
"SP41993",314,70,"English","Sony Music","Karen Williamson"
"SP41994",304,6,"Italian","Warner Music","Ryan Wagner"
"SP41995",156,24,"English","Atlantic Records","Christopher Powell"
"SP41996",304,88,"English","Warner Music","Rhonda Lewis"
"SP41997",239,60,"English","Indie","Ryan Thompson"
"SP41998",213,2,"English","Def Jam","Danielle Harris"
"SP41999",197,11,"German","Indie","Eric Dickson"
"SP42000",276,19,"English","Sony Music","Meagan Charles"
"SP42001",231,79,"Korean","Indie","Aaron Tucker"
"SP42002",239,40,"English","Atlantic Records","Keith Stephens"
"SP42003",215,5,"English","Warner Music","Jason Browning"
"SP42004",247,50,"English","Indie","Thomas Stafford"
"SP42005",264,12,"English","Def Jam","Rachel Leach"
"SP42006",303,56,"English","Atlantic Records","Kenneth Nelson"
"SP42007",223,17,"English","Warner Music","Kyle Benitez"
"SP42008",280,32,"Spanish","Def Jam","Wesley Allison"
"SP42009",186,47,"Spanish","Universal Music","Tracy Wallace"
"SP42010",225,34,"Spanish","Sony Music","Thomas Mccall"
"SP42011",239,44,"English","Warner Music","Alan Baker"
"SP42012",313,28,"Italian","Def Jam","Cindy Gardner"
"SP42013",309,44,"English","Indie","Ashley Smith"
"SP42014",224,63,"Korean","Warner Music","Bethany Howard"
"SP42015",150,76,"English","Atlantic Records","Megan Tucker"
"SP42016",262,89,"Korean","Atlantic Records","Joel Johnson"
"SP42017",189,25,"English","Warner Music","Alexander Melton"
"SP42018",239,28,"English","Sony Music","Audrey Mullins"
"SP42019",193,63,"English","Sony Music","Amber Hinton"
"SP42020",264,1,"English","Def Jam","Kimberly Harris"
"SP42021",247,11,"English","Universal Music","Gerald Bray"
"SP42022",173,66,"English","Sony Music","Karen Lopez"
"SP42023",286,25,"English","Def Jam","Kimberly Wiley"
"SP42024",228,42,"English","Indie","Brian Juarez"
"SP42025",237,23,"Korean","Warner Music","Donald Shaw"
"SP42026",203,97,"English","Warner Music","Pamela Rogers"
"SP42027",181,51,"Korean","Warner Music","Benjamin Montes"
"SP42028",251,65,"English","Indie","Nathan Fuentes DDS"
"SP42029",231,4,"English","Atlantic Records","Robert Villanueva"
"SP42030",190,58,"German","Indie","Misty Roberson"
"SP42031",172,98,"Spanish","Universal Music","Phillip Russell"
"SP42032",239,91,"English","Atlantic Records","Jason Taylor"
"SP42033",239,83,"English","Warner Music","Mary Henry"
"SP42034",184,71,"German","Indie","William Thompson"
"SP42035",150,35,"English","Atlantic Records","Angel Jenkins"
"SP42036",214,86,"English","Sony Music","Brittany Smith"
"SP42037",241,22,"English","Sony Music","John Davis"
"SP42038",247,34,"Spanish","Atlantic Records","Erin Ryan"
"SP42039",239,71,"English","Indie","Keith Gonzalez"
"SP42040",188,19,"English","Warner Music","Kathleen Price"
"SP42041",241,49,"French","Indie","Jennifer Frey DVM"
"SP42042",196,78,"English","Indie","Jamie Boone"
"SP42043",224,21,"Korean","Sony Music","Brandy Huffman"
"SP42044",281,67,"English","Def Jam","John Kelly"
"SP42045",285,30,"English","Def Jam","Paul Frederick"
"SP42046",275,93,"English","Warner Music","Peter Young"
"SP42047",234,37,"Korean","Indie","Christopher Larson"
"SP42048",237,21,"English","Def Jam","Lori Sanchez"
"SP42049",294,55,"English","Sony Music","Connor Cruz"
"SP42050",239,13,"English","Indie","Robert Ward"
"SP42051",237,81,"Italian","Warner Music","Jose Williams"
"SP42052",268,59,"English","Sony Music","Timothy Garcia"
"SP42053",233,8,"English","Def Jam","David Nichols"
"SP42054",237,32,"Italian","Atlantic Records","Christopher James"
"SP42055",86,73,"English","Indie","Timothy Phillips"
"SP42056",270,46,"English","Sony Music","Mrs. Monica Garner"
"SP42057",192,20,"Japanese","Sony Music","Jason Perez"
"SP42058",259,44,"English","Universal Music","Connie Willis"
"SP42059",265,94,"English","Indie","Brian James"
"SP42060",188,23,"Spanish","Warner Music","Morgan Williams"
"SP42061",239,37,"English","Def Jam","Sean Dennis"
"SP42062",239,40,"English","Sony Music","Stephen Sparks"
"SP42063",273,3,"Italian","Def Jam","Darrell Christensen"
"SP42064",239,6,"English","Universal Music","Angela Barton"
"SP42065",306,63,"English","Universal Music","Caroline Rodriguez"
"SP42066",208,26,"English","Sony Music","Jennifer Ford"
"SP42067",290,59,"English","Warner Music","Brittany Smith DVM"
"SP42068",156,48,"English","Universal Music","Jessica Smith"
"SP42069",228,51,"English","Universal Music","Kristopher Waters"
"SP42070",265,70,"English","Sony Music","Michael Morgan"
"SP42071",313,16,"English","Universal Music","Yvonne Barron"
"SP42072",249,63,"English","Atlantic Records","Becky Page"
"SP42073",249,77,"English","Warner Music","Gary Frazier"
"SP42074",244,22,"French","Indie","Margaret Lopez"
"SP42075",287,76,"English","Def Jam","Kevin Logan"
"SP42076",325,35,"English","Atlantic Records","Melissa Wright"
"SP42077",239,65,"German","Def Jam","Krystal Turner"
"SP42078",181,99,"English","Sony Music","Robert Robinson"
"SP42079",157,55,"English","Indie","Kimberly Barajas"
"SP42080",269,35,"English","Warner Music","Samuel Taylor"
"SP42081",231,33,"English","Def Jam","Joshua Wolf"
"SP42082",177,83,"English","Sony Music","Julia Osborn"
"SP42083",305,57,"English","Warner Music","Jasmine Burton"
"SP42084",258,39,"English","Def Jam","Edward Potter"
"SP42085",189,53,"Spanish","Atlantic Records","Jennifer Dixon"
"SP42086",239,75,"French","Universal Music","Donna Wilson"
"SP42087",387,66,"English","Def Jam","Calvin Ferguson"
"SP42088",196,49,"English","Def Jam","Melissa Walker"
"SP42089",208,84,"English","Sony Music","Paula Rose"
"SP42090",239,48,"English","Warner Music","Mark Diaz"
"SP42091",239,42,"English","Def Jam","Ms. Lindsay Dennis MD"
"SP42092",267,12,"English","Warner Music","Sarah Hebert"
"SP42093",171,65,"Spanish","Def Jam","Gloria Horn"
"SP42094",290,67,"English","Universal Music","Joshua Gonzales"
"SP42095",262,61,"English","Def Jam","Doris Cole"
"SP42096",167,72,"English","Atlantic Records","Robert James"
"SP42097",265,6,"English","Indie","Kevin Avery"
"SP42098",296,79,"English","Indie","Troy Evans"
"SP42099",213,63,"English","Sony Music","Sandra Johnson"
"SP42100",232,37,"English","Warner Music","Sean Cunningham"
"SP42101",214,80,"English","Def Jam","Jennifer Torres"
"SP42102",237,56,"Italian","Atlantic Records","Joshua Lucero"
"SP42103",208,99,"Spanish","Universal Music","Clinton George"
"SP42104",265,97,"English","Warner Music","David Woods"
"SP42105",210,44,"French","Indie","Megan Harris"
"SP42106",315,96,"English","Universal Music","Jasmin James"
"SP42107",157,27,"English","Sony Music","Melissa Howard"
"SP42108",221,12,"English","Def Jam","Anthony West"
"SP42109",319,80,"English","Atlantic Records","Justin Morgan"
"SP42110",268,4,"English","Def Jam","Marcia Dodson"
"SP42111",144,54,"Spanish","Atlantic Records","William Odonnell"
"SP42112",276,90,"German","Sony Music","Rachel Williams"
"SP42113",253,29,"English","Atlantic Records","Christopher Rogers III"
"SP42114",230,65,"English","Warner Music","Patrick Evans"
"SP42115",249,72,"English","Sony Music","Debra Lam"
"SP42116",239,50,"English","Warner Music","Mike Crawford"
"SP42117",314,17,"English","Sony Music","Alexandria Davis"
"SP42118",262,45,"English","Sony Music","Brittany Wheeler"
"SP42119",96,17,"English","Universal Music","Victoria Cooper"
"SP42120",239,21,"English","Indie","Kenneth Reyes"
"SP42121",239,65,"English","Sony Music","Amanda Ford"
"SP42122",189,80,"English","Def Jam","Isaac Gallagher"
